xtime,event
58,wq:sensors
30,ekf2
96,mc_att_ctrl
13,flight_mode_manager
13,commander
14,mc_rate_ctrl
10,mc_hte_ctrl
630,wq:sensors
178,mc_att_ctrl
30,ekf2
41,commander
178,mc_att_ctrl
66,wq:sensors
71,mc_rate_ctrl
230,flight_mode_manager
27,mc_hte_ctrl
180,mc_att_ctrl
40,commander
29,ekf2
58,wq:sensors
15,mc_rate_ctrl
98,mc_att_ctrl
13,flight_mode_manager
13,commander
970,mc_rate_ctrl
183,mc_att_ctrl
1814,mc_rate_ctrl
42,commander
152,wq:sensors
29,ekf2
71,mc_rate_ctrl
27,mc_hte_ctrl
132,navigator
159,mc_att_ctrl
57,wq:sensors
227,flight_mode_manager
31,ekf2
158,mc_att_ctrl
42,commander
14,mc_rate_ctrl
496,wq:sensors
15,mc_hte_ctrl
110,mc_att_ctrl
30,ekf2
217,flight_mode_manager
13,commander
64,wq:sensors
71,mc_rate_ctrl
178,mc_att_ctrl
41,commander
32,ekf2
10,mc_hte_ctrl
159,mc_att_ctrl
66,wq:sensors
13,flight_mode_manager
14,mc_rate_ctrl
158,mc_att_ctrl
41,commander
1989,mc_rate_ctrl
117,mc_att_ctrl
873,wq:sensors
13,mc_hte_ctrl
13,commander
28,ekf2
68,mc_rate_ctrl
218,flight_mode_manager
26,mc_hte_ctrl
61,wq:sensors
186,mc_att_ctrl
32,ekf2
42,commander
14,mc_rate_ctrl
158,mc_att_ctrl
488,wq:sensors
217,flight_mode_manager
15,mc_hte_ctrl
30,ekf2
159,mc_att_ctrl
41,commander
58,wq:sensors
71,mc_rate_ctrl
98,mc_att_ctrl
13,flight_mode_manager
13,commander
31,ekf2
64,wq:sensors
10,mc_hte_ctrl
183,mc_att_ctrl
14,mc_rate_ctrl
42,commander
179,mc_att_ctrl
503,wq:sensors
30,ekf2
226,flight_mode_manager
70,mc_rate_ctrl
158,mc_att_ctrl
42,commander
26,mc_hte_ctrl
64,wq:sensors
32,ekf2
104,mc_att_ctrl
14,flight_mode_manager
13,commander
14,mc_rate_ctrl
57,wq:sensors
193,mc_att_ctrl
30,ekf2
10,mc_hte_ctrl
41,commander
159,mc_att_ctrl
2796,mc_rate_ctrl
111,mc_att_ctrl
40,commander
86,wq:sensors
28,ekf2
69,mc_rate_ctrl
225,flight_mode_manager
115,navigator
58,wq:sensors
13,mc_pos_ctrl
14,mc_rate_ctrl
26,mc_hte_ctrl
173,mc_att_ctrl
13,flight_mode_manager
101,mc_pos_ctrl
58,commander
498,wq:sensors
34,ekf2
181,mc_att_ctrl
73,mc_rate_ctrl
42,commander
178,mc_att_ctrl
65,wq:sensors
232,flight_mode_manager
28,mc_hte_ctrl
32,ekf2
172,mc_att_ctrl
41,commander
14,mc_rate_ctrl
66,wq:sensors
110,mc_att_ctrl
30,ekf2
13,flight_mode_manager
20,commander
10,mc_hte_ctrl
990,mc_rate_ctrl
180,mc_att_ctrl
1815,mc_rate_ctrl
49,commander
215,wq:sensors
29,ekf2
72,mc_rate_ctrl
172,mc_att_ctrl
58,wq:sensors
228,flight_mode_manager
15,mc_rate_ctrl
27,mc_hte_ctrl
165,mc_att_ctrl
41,commander
496,wq:sensors
31,ekf2
110,mc_att_ctrl
72,mc_rate_ctrl
229,flight_mode_manager
13,commander
58,wq:sensors
178,mc_att_ctrl
32,ekf2
26,mc_hte_ctrl
41,commander
14,mc_rate_ctrl
159,mc_att_ctrl
66,wq:sensors
13,flight_mode_manager
28,ekf2
104,mc_att_ctrl
41,commander
502,wq:sensors
78,mc_rate_ctrl
26,mc_hte_ctrl
172,mc_att_ctrl
218,flight_mode_manager
47,commander
31,ekf2
58,wq:sensors
173,mc_att_ctrl
14,mc_rate_ctrl
51,commander
10,mc_hte_ctrl
178,mc_att_ctrl
2809,mc_rate_ctrl
151,mc_att_ctrl
40,commander
13,wq:sensors
30,ekf2
71,mc_rate_ctrl
224,flight_mode_manager
178,mc_att_ctrl
59,wq:sensors
59,wq:sensors
119,navigator
31,ekf2
158,mc_att_ctrl
13,flight_mode_manager
27,mc_hte_ctrl
41,commander
14,mc_rate_ctrl
493,wq:sensors
178,mc_att_ctrl
31,ekf2
41,commander
159,mc_att_ctrl
65,wq:sensors
71,mc_rate_ctrl
229,flight_mode_manager
28,mc_hte_ctrl
129,mc_att_ctrl
54,commander
32,ekf2
65,wq:sensors
14,mc_rate_ctrl
176,mc_att_ctrl
14,flight_mode_manager
42,commander
989,mc_rate_ctrl
189,mc_att_ctrl
1806,mc_rate_ctrl
41,commander
939,wq:sensors
15,mc_hte_ctrl
117,mc_att_ctrl
68,wq:sensors
28,ekf2
71,mc_rate_ctrl
225,flight_mode_manager
27,mc_hte_ctrl
14,ekf2
210,mc_att_ctrl
56,commander
14,mc_rate_ctrl
10,mc_hte_ctrl
526,wq:sensors
159,mc_att_ctrl
31,ekf2
229,flight_mode_manager
41,commander
64,wq:sensors
71,mc_rate_ctrl
177,mc_att_ctrl
27,mc_hte_ctrl
47,commander
31,ekf2
159,mc_att_ctrl
65,wq:sensors
14,flight_mode_manager
14,mc_rate_ctrl
98,mc_att_ctrl
41,commander
1980,mc_rate_ctrl
176,mc_att_ctrl
820,mc_rate_ctrl
35,commander
189,wq:sensors
30,ekf2
69,mc_rate_ctrl
272,flight_mode_manager
27,mc_hte_ctrl
58,wq:sensors
187,mc_att_ctrl
31,ekf2
41,commander
14,mc_rate_ctrl
159,mc_att_ctrl
495,wq:sensors
226,flight_mode_manager
15,mc_hte_ctrl
30,ekf2
97,mc_att_ctrl
45,commander
68,wq:sensors
71,mc_rate_ctrl
135,navigator
170,mc_att_ctrl
13,flight_mode_manager
40,commander
32,ekf2
10,mc_hte_ctrl
58,wq:sensors
185,mc_att_ctrl
14,mc_rate_ctrl
97,mc_pos_ctrl
42,commander
182,mc_att_ctrl
504,wq:sensors
28,ekf2
232,flight_mode_manager
13,mc_pos_ctrl
73,mc_rate_ctrl
27,mc_hte_ctrl
108,mc_att_ctrl
41,commander
58,wq:sensors
32,ekf2
166,mc_att_ctrl
13,flight_mode_manager
48,commander
14,mc_rate_ctrl
58,wq:sensors
200,mc_att_ctrl
10,mc_hte_ctrl
30,ekf2
41,commander
178,mc_att_ctrl
2803,mc_rate_ctrl
110,mc_att_ctrl
41,commander
19,wq:sensors
29,ekf2
70,mc_rate_ctrl
224,flight_mode_manager
65,wq:sensors
26,mc_hte_ctrl
15,mc_rate_ctrl
159,mc_att_ctrl
13,flight_mode_manager
42,commander
494,wq:sensors
31,ekf2
178,mc_att_ctrl
72,mc_rate_ctrl
42,commander
26,mc_hte_ctrl
158,mc_att_ctrl
66,wq:sensors
229,flight_mode_manager
32,ekf2
110,mc_att_ctrl
41,commander
14,mc_rate_ctrl
57,wq:sensors
159,mc_att_ctrl
30,ekf2
13,flight_mode_manager
10,mc_hte_ctrl
42,commander
980,mc_rate_ctrl
189,mc_att_ctrl
1806,mc_rate_ctrl
47,commander
24,wq:sensors
30,ekf2
71,mc_rate_ctrl
172,mc_att_ctrl
68,wq:sensors
229,flight_mode_manager
14,mc_rate_ctrl
26,mc_hte_ctrl
104,mc_att_ctrl
41,commander
65,wq:sensors
31,ekf2
159,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
42,commander
129,navigator
485,wq:sensors
15,mc_hte_ctrl
184,mc_att_ctrl
30,ekf2
48,commander
72,mc_rate_ctrl
184,mc_att_ctrl
66,wq:sensors
229,flight_mode_manager
32,ekf2
97,mc_att_ctrl
41,commander
10,mc_hte_ctrl
65,wq:sensors
14,mc_rate_ctrl
172,mc_att_ctrl
14,flight_mode_manager
47,commander
30,ekf2
978,mc_rate_ctrl
173,mc_att_ctrl
1822,mc_rate_ctrl
42,commander
174,wq:sensors
70,mc_rate_ctrl
27,mc_hte_ctrl
178,mc_att_ctrl
57,wq:sensors
30,ekf2
229,flight_mode_manager
15,mc_rate_ctrl
97,mc_att_ctrl
41,commander
57,wq:sensors
30,ekf2
10,mc_hte_ctrl
165,mc_att_ctrl
14,flight_mode_manager
48,commander
14,mc_rate_ctrl
484,wq:sensors
178,mc_att_ctrl
30,ekf2
42,commander
158,mc_att_ctrl
66,wq:sensors
71,mc_rate_ctrl
230,flight_mode_manager
27,mc_hte_ctrl
98,mc_att_ctrl
40,commander
30,ekf2
65,wq:sensors
14,mc_rate_ctrl
173,mc_att_ctrl
13,flight_mode_manager
49,commander
10,mc_hte_ctrl
491,wq:sensors
30,ekf2
172,mc_att_ctrl
71,mc_rate_ctrl
41,commander
177,mc_att_ctrl
57,wq:sensors
233,flight_mode_manager
31,ekf2
28,mc_hte_ctrl
98,mc_att_ctrl
45,commander
14,mc_rate_ctrl
1973,mc_rate_ctrl
177,mc_att_ctrl
819,mc_rate_ctrl
41,commander
83,wq:sensors
29,ekf2
218,flight_mode_manager
64,wq:sensors
71,mc_rate_ctrl
183,mc_att_ctrl
31,mc_hte_ctrl
129,navigator
48,commander
32,ekf2
172,mc_att_ctrl
66,wq:sensors
13,flight_mode_manager
14,mc_rate_ctrl
90,mc_pos_ctrl
104,mc_att_ctrl
41,commander
499,wq:sensors
37,ekf2
15,mc_hte_ctrl
172,mc_att_ctrl
69,mc_rate_ctrl
240,flight_mode_manager
42,commander
58,wq:sensors
195,mc_att_ctrl
31,ekf2
55,commander
14,mc_rate_ctrl
10,mc_hte_ctrl
172,mc_att_ctrl
68,wq:sensors
13,flight_mode_manager
31,ekf2
104,mc_att_ctrl
41,commander
494,wq:sensors
70,mc_rate_ctrl
173,mc_att_ctrl
217,flight_mode_manager
27,mc_hte_ctrl
40,commander
32,ekf2
58,wq:sensors
178,mc_att_ctrl
14,mc_rate_ctrl
43,commander
179,mc_att_ctrl
2809,mc_rate_ctrl
104,mc_att_ctrl
40,commander
25,wq:sensors
29,ekf2
71,mc_rate_ctrl
225,flight_mode_manager
27,mc_hte_ctrl
60,wq:sensors
33,ekf2
158,mc_att_ctrl
14,flight_mode_manager
48,commander
14,mc_rate_ctrl
636,wq:sensors
15,mc_hte_ctrl
180,mc_att_ctrl
29,ekf2
42,commander
178,mc_att_ctrl
58,wq:sensors
71,mc_rate_ctrl
226,flight_mode_manager
117,mc_att_ctrl
40,commander
31,ekf2
10,mc_hte_ctrl
57,wq:sensors
15,mc_rate_ctrl
166,mc_att_ctrl
13,flight_mode_manager
41,commander
971,mc_rate_ctrl
179,mc_att_ctrl
1818,mc_rate_ctrl
40,commander
45,wq:sensors
30,ekf2
70,mc_rate_ctrl
27,mc_hte_ctrl
131,navigator
171,mc_att_ctrl
66,wq:sensors
227,flight_mode_manager
32,ekf2
97,mc_att_ctrl
41,commander
14,mc_rate_ctrl
65,wq:sensors
10,mc_hte_ctrl
172,mc_att_ctrl
29,ekf2
14,flight_mode_manager
41,commander
487,wq:sensors
71,mc_rate_ctrl
180,mc_att_ctrl
41,commander
31,ekf2
186,mc_att_ctrl
57,wq:sensors
231,flight_mode_manager
27,mc_hte_ctrl
14,mc_rate_ctrl
96,mc_att_ctrl
45,commander
65,wq:sensors
30,ekf2
162,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
42,commander
10,mc_hte_ctrl
984,mc_rate_ctrl
188,mc_att_ctrl
1806,mc_rate_ctrl
48,commander
84,wq:sensors
29,ekf2
71,mc_rate_ctrl
183,mc_att_ctrl
66,wq:sensors
233,flight_mode_manager
13,mc_pos_ctrl
31,ekf2
31,mc_hte_ctrl
119,mc_att_ctrl
42,commander
496,wq:sensors
71,mc_rate_ctrl
170,mc_att_ctrl
221,flight_mode_manager
47,commander
31,ekf2
57,wq:sensors
189,mc_att_ctrl
14,mc_rate_ctrl
27,mc_hte_ctrl
41,commander
182,mc_att_ctrl
2802,mc_rate_ctrl
105,mc_att_ctrl
40,commander
20,wq:sensors
30,ekf2
71,mc_rate_ctrl
224,flight_mode_manager
65,wq:sensors
27,mc_hte_ctrl
31,ekf2
164,mc_att_ctrl
13,flight_mode_manager
48,commander
14,mc_rate_ctrl
624,wq:sensors
178,mc_att_ctrl
30,ekf2
41,commander
15,mc_hte_ctrl
162,mc_att_ctrl
66,wq:sensors
71,mc_rate_ctrl
237,flight_mode_manager
226,wq:sensors
108,navigator
97,mc_att_ctrl
40,commander
36,ekf2
58,wq:sensors
14,mc_rate_ctrl
193,mc_att_ctrl
13,flight_mode_manager
10,mc_hte_ctrl
90,mc_pos_ctrl
42,commander
986,mc_rate_ctrl
166,mc_att_ctrl
1828,mc_rate_ctrl
41,commander
15,wq:sensors
30,ekf2
70,mc_rate_ctrl
176,mc_att_ctrl
57,wq:sensors
229,flight_mode_manager
13,mc_pos_ctrl
31,ekf2
26,mc_hte_ctrl
110,mc_att_ctrl
42,commander
14,mc_rate_ctrl
58,wq:sensors
172,mc_att_ctrl
30,ekf2
14,flight_mode_manager
42,commander
500,wq:sensors
71,mc_rate_ctrl
27,mc_hte_ctrl
178,mc_att_ctrl
47,commander
31,ekf2
177,mc_att_ctrl
66,wq:sensors
227,flight_mode_manager
14,mc_rate_ctrl
110,mc_att_ctrl
42,commander
10,mc_hte_ctrl
68,wq:sensors
29,ekf2
159,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
42,commander
977,mc_rate_ctrl
186,mc_att_ctrl
1809,mc_rate_ctrl
47,commander
44,wq:sensors
30,ekf2
71,mc_rate_ctrl
27,mc_hte_ctrl
171,mc_att_ctrl
58,wq:sensors
229,flight_mode_manager
31,ekf2
104,mc_att_ctrl
41,commander
57,wq:sensors
14,mc_rate_ctrl
10,mc_hte_ctrl
166,mc_att_ctrl
13,flight_mode_manager
47,commander
30,ekf2
486,wq:sensors
198,mc_att_ctrl
71,mc_rate_ctrl
42,commander
188,mc_att_ctrl
79,wq:sensors
32,ekf2
236,flight_mode_manager
27,mc_hte_ctrl
15,mc_rate_ctrl
97,mc_att_ctrl
42,commander
131,navigator
484,wq:sensors
29,ekf2
165,mc_att_ctrl
217,flight_mode_manager
55,commander
71,mc_rate_ctrl
27,mc_hte_ctrl
58,wq:sensors
188,mc_att_ctrl
32,ekf2
42,commander
112,mc_att_ctrl
2814,mc_rate_ctrl
110,mc_att_ctrl
12,commander
16,wq:sensors
30,ekf2
69,mc_rate_ctrl
225,flight_mode_manager
26,mc_hte_ctrl
13,wq:sensors
14,mc_rate_ctrl
171,mc_att_ctrl
13,flight_mode_manager
42,commander
64,wq:sensors
32,ekf2
179,mc_att_ctrl
10,mc_hte_ctrl
13,mc_rate_ctrl
42,commander
161,mc_att_ctrl
66,wq:sensors
13,flight_mode_manager
29,ekf2
139,mc_att_ctrl
42,commander
14,mc_rate_ctrl
628,wq:sensors
15,mc_hte_ctrl
159,mc_att_ctrl
30,ekf2
229,flight_mode_manager
41,commander
57,wq:sensors
70,mc_rate_ctrl
180,mc_att_ctrl
54,commander
31,ekf2
10,mc_hte_ctrl
113,mc_att_ctrl
2793,wq:sensors
75,flight_mode_manager
104,mc_att_ctrl
13,commander
16,mc_rate_ctrl
218,flight_mode_manager
66,wq:sensors
32,ekf2
171,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
27,mc_hte_ctrl
42,commander
495,wq:sensors
185,mc_att_ctrl
30,ekf2
48,commander
73,mc_rate_ctrl
164,mc_att_ctrl
66,wq:sensors
230,flight_mode_manager
28,mc_hte_ctrl
32,ekf2
140,mc_att_ctrl
41,commander
64,wq:sensors
14,mc_rate_ctrl
131,navigator
166,mc_att_ctrl
14,flight_mode_manager
47,commander
30,ekf2
494,wq:sensors
15,mc_hte_ctrl
186,mc_att_ctrl
72,mc_rate_ctrl
91,mc_pos_ctrl
43,commander
178,mc_att_ctrl
57,wq:sensors
32,ekf2
229,flight_mode_manager
15,mc_rate_ctrl
110,mc_att_ctrl
41,commander
11,mc_hte_ctrl
1988,mc_rate_ctrl
104,mc_att_ctrl
823,wq:sensors
37,ekf2
31,navigator
20,commander
70,mc_rate_ctrl
200,flight_mode_manager
59,wq:sensors
195,mc_att_ctrl
13,mc_pos_ctrl
32,ekf2
26,mc_hte_ctrl
42,commander
179,mc_att_ctrl
494,wq:sensors
71,mc_rate_ctrl
228,flight_mode_manager
152,mc_att_ctrl
40,commander
31,ekf2
59,wq:sensors
13,mc_pos_ctrl
14,mc_rate_ctrl
26,mc_hte_ctrl
165,mc_att_ctrl
14,flight_mode_manager
42,commander
64,wq:sensors
30,ekf2
188,mc_att_ctrl
15,mc_rate_ctrl
42,commander
179,mc_att_ctrl
2806,mc_rate_ctrl
110,mc_att_ctrl
40,commander
35,wq:sensors
29,ekf2
72,mc_rate_ctrl
225,flight_mode_manager
26,mc_hte_ctrl
58,wq:sensors
172,mc_att_ctrl
31,ekf2
14,flight_mode_manager
52,commander
10,mc_hte_ctrl
74,wq:sensors
17,mc_rate_ctrl
182,mc_att_ctrl
44,commander
30,ekf2
115,mc_att_ctrl
640,wq:sensors
224,navigator
72,mc_rate_ctrl
20,flight_mode_manager
27,mc_hte_ctrl
159,mc_att_ctrl
41,commander
72,wq:sensors
32,ekf2
159,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
42,commander
131,navigator
994,mc_rate_ctrl
110,mc_att_ctrl
1853,wq:sensors
32,mc_hte_ctrl
20,commander
10,ekf2
71,mc_rate_ctrl
27,mc_hte_ctrl
203,mc_att_ctrl
58,wq:sensors
229,flight_mode_manager
32,ekf2
159,mc_att_ctrl
41,commander
533,wq:sensors
71,mc_rate_ctrl
27,mc_hte_ctrl
158,mc_att_ctrl
218,flight_mode_manager
47,commander
31,ekf2
82,wq:sensors
188,mc_att_ctrl
14,mc_rate_ctrl
42,commander
10,mc_hte_ctrl
110,mc_att_ctrl
203,wq:sensors
30,ekf2
13,flight_mode_manager
14,mc_rate_ctrl
158,mc_att_ctrl
42,commander
1208,wq:sensors
30,ekf2
158,mc_att_ctrl
217,flight_mode_manager
15,mc_hte_ctrl
42,commander
71,mc_rate_ctrl
58,wq:sensors
180,mc_att_ctrl
32,ekf2
43,commander
131,mc_att_ctrl
2844,wq:sensors
14,flight_mode_manager
110,mc_att_ctrl
13,commander
30,ekf2
66,mc_rate_ctrl
225,flight_mode_manager
27,mc_hte_ctrl
58,wq:sensors
14,mc_rate_ctrl
171,mc_att_ctrl
14,flight_mode_manager
42,commander
565,wq:sensors
32,ekf2
15,mc_hte_ctrl
160,mc_att_ctrl
72,mc_rate_ctrl
42,commander
187,mc_att_ctrl
66,wq:sensors
226,flight_mode_manager
32,ekf2
159,mc_att_ctrl
41,commander
14,mc_rate_ctrl
10,mc_hte_ctrl
74,wq:sensors
164,mc_att_ctrl
29,ekf2
14,flight_mode_manager
41,commander
990,mc_rate_ctrl
98,mc_att_ctrl
1849,wq:sensors
47,flight_mode_manager
20,commander
30,ekf2
37,mc_rate_ctrl
27,mc_hte_ctrl
203,wq:sensors
120,mc_att_ctrl
248,mc_att_ctrl
68,wq:sensors
227,flight_mode_manager
15,navigator
14,mc_rate_ctrl
91,mc_pos_ctrl
158,mc_att_ctrl
42,commander
533,wq:sensors
31,ekf2
16,mc_hte_ctrl
158,mc_att_ctrl
71,mc_rate_ctrl
230,flight_mode_manager
42,commander
58,wq:sensors
177,mc_att_ctrl
31,ekf2
48,commander
13,mc_rate_ctrl
116,mc_att_ctrl
112,wq:sensors
14,flight_mode_manager
10,mc_hte_ctrl
30,ekf2
165,mc_att_ctrl
41,commander
673,wq:sensors
70,mc_rate_ctrl
165,mc_att_ctrl
218,flight_mode_manager
67,commander
31,ekf2
27,mc_hte_ctrl
58,wq:sensors
186,mc_att_ctrl
14,mc_rate_ctrl
43,commander
116,mc_att_ctrl
2868,mc_rate_ctrl
104,mc_att_ctrl
12,commander
18,wq:sensors
29,ekf2
71,mc_rate_ctrl
225,flight_mode_manager
27,mc_hte_ctrl
58,wq:sensors
33,ekf2
181,mc_att_ctrl
17,flight_mode_manager
52,commander
14,mc_rate_ctrl
551,wq:sensors
196,mc_att_ctrl
15,mc_hte_ctrl
34,ekf2
39,commander
139,mc_att_ctrl
66,wq:sensors
71,mc_rate_ctrl
277,flight_mode_manager
159,mc_att_ctrl
44,commander
31,ekf2
68,wq:sensors
10,mc_hte_ctrl
13,mc_rate_ctrl
163,mc_att_ctrl
13,flight_mode_manager
42,commander
971,mc_rate_ctrl
98,mc_att_ctrl
1897,mc_rate_ctrl
20,commander
8,wq:sensors
30,ekf2
70,mc_rate_ctrl
27,mc_hte_ctrl
132,navigator
192,mc_att_ctrl
58,wq:sensors
226,flight_mode_manager
32,ekf2
171,mc_att_ctrl
41,commander
14,mc_rate_ctrl
494,wq:sensors
178,mc_att_ctrl
30,ekf2
229,flight_mode_manager
15,mc_hte_ctrl
43,commander
64,wq:sensors
71,mc_rate_ctrl
178,mc_att_ctrl
47,commander
31,ekf2
110,mc_att_ctrl
77,wq:sensors
13,flight_mode_manager
13,mc_pos_ctrl
14,mc_rate_ctrl
10,mc_hte_ctrl
158,mc_att_ctrl
42,commander
1989,mc_rate_ctrl
110,mc_att_ctrl
865,wq:sensors
20,mc_hte_ctrl
13,commander
22,ekf2
67,mc_rate_ctrl
218,flight_mode_manager
69,wq:sensors
26,mc_hte_ctrl
200,mc_att_ctrl
31,ekf2
42,commander
14,mc_rate_ctrl
139,mc_att_ctrl
544,wq:sensors
217,flight_mode_manager
29,ekf2
165,mc_att_ctrl
41,commander
15,mc_hte_ctrl
65,wq:sensors
71,mc_rate_ctrl
165,mc_att_ctrl
14,flight_mode_manager
51,commander
31,ekf2
57,wq:sensors
181,mc_att_ctrl
14,mc_rate_ctrl
10,mc_hte_ctrl
45,commander
101,mc_att_ctrl
691,wq:sensors
30,ekf2
237,flight_mode_manager
70,mc_rate_ctrl
159,mc_att_ctrl
42,commander
57,wq:sensors
32,ekf2
30,mc_hte_ctrl
163,mc_att_ctrl
14,flight_mode_manager
42,commander
14,mc_rate_ctrl
990,mc_rate_ctrl
102,mc_att_ctrl
1893,mc_rate_ctrl
14,commander
32,wq:sensors
29,ekf2
211,mc_att_ctrl
58,wq:sensors
69,mc_rate_ctrl
226,flight_mode_manager
26,mc_hte_ctrl
132,navigator
158,mc_att_ctrl
42,commander
31,ekf2
498,wq:sensors
79,mc_rate_ctrl
159,mc_att_ctrl
218,flight_mode_manager
113,mc_pos_ctrl
44,commander
28,mc_hte_ctrl
59,wq:sensors
33,ekf2
181,mc_att_ctrl
14,mc_rate_ctrl
42,commander
110,mc_att_ctrl
66,wq:sensors
13,flight_mode_manager
29,ekf2
11,mc_hte_ctrl
172,mc_att_ctrl
41,commander
14,mc_rate_ctrl
1989,mc_rate_ctrl
110,mc_att_ctrl
866,wq:sensors
19,mc_hte_ctrl
13,commander
24,ekf2
221,flight_mode_manager
68,wq:sensors
71,mc_rate_ctrl
170,mc_att_ctrl
27,mc_hte_ctrl
48,commander
32,ekf2
188,mc_att_ctrl
533,wq:sensors
242,navigator
71,mc_rate_ctrl
13,flight_mode_manager
158,mc_att_ctrl
42,commander
57,wq:sensors
32,ekf2
27,mc_hte_ctrl
159,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
42,commander
57,wq:sensors
184,mc_att_ctrl
30,ekf2
55,commander
14,mc_rate_ctrl
10,mc_hte_ctrl
110,mc_att_ctrl
545,wq:sensors
218,flight_mode_manager
30,ekf2
165,mc_att_ctrl
41,commander
64,wq:sensors
71,mc_rate_ctrl
172,mc_att_ctrl
14,flight_mode_manager
27,mc_hte_ctrl
47,commander
31,ekf2
984,mc_rate_ctrl
104,mc_att_ctrl
1870,wq:sensors
20,flight_mode_manager
14,commander
62,mc_rate_ctrl
203,mc_att_ctrl
57,wq:sensors
31,ekf2
230,flight_mode_manager
27,mc_hte_ctrl
15,mc_rate_ctrl
165,mc_att_ctrl
42,commander
179,mc_att_ctrl
503,wq:sensors
8,wq:sensors
30,ekf2
165,mc_att_ctrl
218,flight_mode_manager
48,commander
71,mc_rate_ctrl
65,wq:sensors
26,mc_hte_ctrl
178,mc_att_ctrl
32,ekf2
42,commander
116,mc_att_ctrl
65,wq:sensors
14,mc_rate_ctrl
14,flight_mode_manager
178,mc_att_ctrl
40,commander
30,ekf2
10,mc_hte_ctrl
1985,mc_rate_ctrl
104,mc_att_ctrl
892,mc_rate_ctrl
14,commander
153,wq:sensors
69,mc_rate_ctrl
225,flight_mode_manager
65,wq:sensors
31,ekf2
192,mc_att_ctrl
123,navigator
13,mc_pos_ctrl
14,mc_rate_ctrl
26,mc_hte_ctrl
42,commander
152,mc_att_ctrl
535,wq:sensors
218,flight_mode_manager
30,ekf2
159,mc_att_ctrl
41,commander
71,mc_rate_ctrl
60,wq:sensors
28,mc_hte_ctrl
159,mc_att_ctrl
31,ekf2
14,flight_mode_manager
41,commander
57,wq:sensors
14,mc_rate_ctrl
178,mc_att_ctrl
48,commander
29,ekf2
117,mc_att_ctrl
546,wq:sensors
218,flight_mode_manager
15,mc_hte_ctrl
71,mc_rate_ctrl
177,mc_att_ctrl
41,commander
65,wq:sensors
31,ekf2
159,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
49,commander
10,mc_hte_ctrl
977,mc_rate_ctrl
104,mc_att_ctrl
1892,mc_rate_ctrl
20,commander
15,wq:sensors
30,ekf2
67,mc_rate_ctrl
208,mc_att_ctrl
100,wq:sensors
242,flight_mode_manager
13,mc_pos_ctrl
31,ekf2
27,mc_hte_ctrl
159,mc_att_ctrl
41,commander
492,wq:sensors
117,mc_rate_ctrl
130,navigator
170,mc_att_ctrl
218,flight_mode_manager
47,commander
32,ekf2
58,wq:sensors
191,mc_att_ctrl
14,mc_rate_ctrl
27,mc_hte_ctrl
91,mc_pos_ctrl
41,commander
97,mc_att_ctrl
66,wq:sensors
29,ekf2
14,flight_mode_manager
15,mc_rate_ctrl
165,mc_att_ctrl
41,commander
1970,mc_rate_ctrl
104,mc_att_ctrl
894,mc_rate_ctrl
19,commander
16,wq:sensors
30,ekf2
71,mc_rate_ctrl
218,flight_mode_manager
26,mc_hte_ctrl
59,wq:sensors
191,mc_att_ctrl
31,ekf2
49,commander
10,mc_hte_ctrl
140,mc_att_ctrl
673,wq:sensors
71,mc_rate_ctrl
234,flight_mode_manager
158,mc_att_ctrl
40,commander
32,ekf2
65,wq:sensors
15,mc_rate_ctrl
172,mc_att_ctrl
13,flight_mode_manager
40,mc_hte_ctrl
43,commander
64,wq:sensors
30,ekf2
178,mc_att_ctrl
14,mc_rate_ctrl
41,commander
110,mc_att_ctrl
541,wq:sensors
218,flight_mode_manager
13,mc_pos_ctrl
29,ekf2
15,mc_hte_ctrl
158,mc_att_ctrl
42,commander
70,mc_rate_ctrl
57,wq:sensors
158,mc_att_ctrl
32,ekf2
13,flight_mode_manager
42,commander
972,mc_rate_ctrl
97,mc_att_ctrl
1875,wq:sensors
21,flight_mode_manager
20,commander
30,ekf2
59,mc_rate_ctrl
27,mc_hte_ctrl
180,mc_att_ctrl
58,wq:sensors
228,flight_mode_manager
15,mc_rate_ctrl
159,mc_att_ctrl
41,commander
10,mc_hte_ctrl
491,wq:sensors
31,ekf2
178,mc_att_ctrl
71,mc_rate_ctrl
230,flight_mode_manager
42,commander
178,mc_att_ctrl
67,wq:sensors
54,wq:sensors
147,navigator
165,mc_att_ctrl
32,ekf2
27,mc_hte_ctrl
49,commander
14,mc_rate_ctrl
110,mc_att_ctrl
57,wq:sensors
13,flight_mode_manager
31,ekf2
169,mc_att_ctrl
42,commander
1981,mc_rate_ctrl
121,mc_att_ctrl
876,mc_rate_ctrl
20,commander
67,wq:sensors
30,ekf2
71,mc_rate_ctrl
218,flight_mode_manager
34,mc_hte_ctrl
58,wq:sensors
200,mc_att_ctrl
14,mc_rate_ctrl
42,commander
169,mc_att_ctrl
544,wq:sensors
31,ekf2
234,flight_mode_manager
14,mc_hte_ctrl
